people_ID,infect_prob
138,876.5437
139,1317.9398
140,1151.0522
141,700.1867
142,1453.5159
143,1667.4717
144,935.53516
145,1265.789
146,1199.3489
147,1096.5728
148,697.4603
149,1424.4181
150,933.44165
151,1113.2554
152,827.1112
153,718.5575
154,1437.3898
155,1196.2976
156,1223.2698
157,1120.396
158,1090.7952
159,1003.56573
160,752.34534
161,1106.2124
162,1319.7236
163,1333.3357
164,1239.5471
165,1149.364
166,832.6614
167,828.9774
168,1148.001
169,1497.2734
170,845.5796
171,1505.7252
172,1800.3965
173,1594.7067
174,1645.731
175,1613.1613
176,1691.4995
177,625.6482
178,984.87
179,1345.4395
180,967.2296
181,929.7577
182,724.74036
183,1631.9331
184,1354.6218
185,1188.5242
186,1544.7357
187,1018.9829
188,1618.9617
189,1084.9199
190,1522.1687
191,786.588
192,1762.894
193,1615.9927
194,737.65857
195,780.8104
196,846.21234
197,1119.033
198,1373.3938
199,1190.6177
200,1566.3392
201,1043.1312
202,1116.3065
203,829.6101
204,609.2733
205,1480.7397
206,1237.4536
207,615.6836
208,1314.2405
209,595.72235
210,740.6123
211,1078.5098
212,1418.8451
213,1529.7529
214,1261.0667
215,1130.5879
216,1046.1825
217,1106.2124
218,799.9116
219,1504.1272
220,1184.3372
221,1539.9832
222,1262.2026
223,1660.7136
224,1589.2234
225,1526.281
226,1087.2407
227,1651.7588
228,882.32117
229,1038.9441
230,1361.793
231,1593.1085
232,1253.926
233,672.4841
234,689.99475
235,781.6385
236,1570.4517
237,976.5935
238,1396.2781
239,763.6731
240,1203.4382
241,1060.2366
242,1187.8915
243,1666.5142
244,1543.4551
245,1383.9468
246,890.19226
247,1152.4154
248,1096.5728
249,891.328
250,1189.157
251,1611.7905
252,1616.7234
253,1052.3655
254,1490.6526
255,783.0016
256,1339.8665
257,1667.9749
258,906.56714
259,1118.6274
260,1685.7892
261,924.84033
262,869.50055
263,819.97046
264,1184.4347
265,1556.4265
266,935.53516
267,612.2269
268,1002.20264
269,1182.0162
270,1566.1119
271,1747.9114
272,1242.5984
273,1021.30383
274,784.99756
275,758.3503
276,836.02045
277,1777.009
278,1531.8541
279,1628.9644
280,762.53735
281,1196.3953
282,742.7058
283,1779.1101
284,814.193
285,1356.22
286,1223.2698
287,1324.8837
288,744.79926
289,1536.2838
290,1759.925
291,1519.1099
292,1400.3904
293,982.87415
294,677.4015
295,846.21234
296,1636.1356
297,1635.4053
298,1068.6427
299,1689.4885
300,1359.0515
301,1631.616
302,707.3274
303,1806.8372
304,864.6808
305,1514.2673
306,959.3586
307,915.4763
308,748.1583
309,1217.0869
310,1274.2927
311,1668.6154
312,624.91785
313,1775.6382
314,1749.2821
315,982.3711
316,1692.8704
317,596.5824
318,1605.3497
319,851.25946
320,1638.7871
321,1496.4529
322,1713.0131
323,1696.6597
324,1563.2805
325,1146.0051
326,1131.2207
327,1310.1283
328,1588.2659
329,1555.3788
330,1505.085
331,905.5117
332,1182.114
333,1307.7998
334,1233.1368
335,1630.2452
336,1592.6055
337,1197.028
338,882.32117
339,1328.4929
340,1527.6519
341,866.0439
342,1597.0352
343,761.1742
344,1019.843
345,935.53516
346,1702.3699
347,1471.3301
348,1492.1133
349,1129.6301
350,1128.2671
351,802.2325
352,588.71136
353,1643.6299
354,749.1161
355,1442.8728
356,1131.7238
357,1048.9088
358,1251.6052
359,1328.3556
360,1355.5796
361,1522.8992
362,1415.1458
363,612.9574
364,1807.7949
365,990.2421
366,1684.6458
367,1786.9219
368,1706.3448
369,1717.2156
370,1480.0994
371,1188.5242
372,1755.4956
373,870.1333
374,1018.2525
375,870.1333
376,746.1624
377,1121.9865
378,1695.1987
379,810.1036
380,720.55334
381,1154.5089
382,1169.4231
383,1075.1506
384,1741.3804
385,764.5332
386,767.98987
387,982.14374
388,1294.7571
389,1119.033
390,1216.1292
391,984.9677
392,1308.4402
393,1146.0051
394,1056.0494
395,1178.4299
396,1157.9656
397,1321.8248
398,794.4591
399,1419.3481
400,666.4791
401,1243.9615
402,1430.9489
403,1290.6676
404,1236.188
405,732.7412
406,1462.2852
407,1553.3677
408,1255.9221
409,774.4978
410,1071.694
411,1472.1978
412,1494.8547
413,953.8084
414,1477.9983
415,1395.3203
416,1578.9935
417,1397.3315
418,848.30585
419,1394.8173
420,1446.6621
421,1695.1987
422,1482.9309
423,734.20197
424,792.8685
425,690.9525
426,1383.9468
427,825.5206
428,1661.7615
429,1034.1244
430,859.6336
431,928.3946
432,791.50543
433,1080.8306
434,1351.1499
435,1245.3247
436,1460.1841
437,789.41187
438,1088.4742
439,811.4667
440,1399.6602
441,1078.8347
442,1317.7125
443,1051.0024
444,981.511
445,1732.1982
446,1140.2275
447,1730.0969
448,1814.2357
449,1518.0564
450,1002.20264
451,1028.1194
452,1014.7959
453,1474.9395
454,687.99884
455,1059.5061
456,1443.1001
457,856.177
458,830.97327
459,905.1063
460,859.7633
461,642.65576
462,1092.1583
463,1656.6013
464,889.2345
465,661.25397
466,1028.4445
467,1657.3318
468,843.25867
469,1402.4915
470,1479.4592
471,869.40295
472,1399.6602
473,723.3772
474,1266.5193
475,1478.4114
476,1171.0135
477,955.9996
478,712.0495
479,670.26086
480,645.38214
481,1428.5305
482,1788.3826
483,1647.419
484,1493.071
485,1530.4834
486,1567.6201
487,1425.1484
488,651.15967
489,755.299
490,1080.8306
491,1170.0559
492,1210.4492
493,685.1749
494,633.42163
495,728.4244
496,1674.0027
497,1762.7566
498,717.82715
499,1691.7268
500,1187.7937
501,1794.8234
502,778.18176
503,671.8513
504,1320.6814
505,927.0314
506,1663.1322
507,724.74036
508,1137.5013
509,716.2366
510,801.37244
511,1207.6252
512,1238.2815
513,1428.1174
514,977.82697
515,1149.6891
516,1386.0481
517,1420.3059
518,1242.371
519,648.43335
520,865.3135
521,1667.4717
522,989.28436
523,1141.818
524,1588.1758
525,792.1382
526,1423.6877
527,831.2983
528,708.46313
529,586.48816
530,1378.2366
531,1398.7922
532,1416.7439
533,1671.0337
534,1163.7432
535,946.99274
536,780.1777
537,999.15137
538,602.1326
539,1474.2991
540,1065.9165
541,968.5928
542,1143.2788
543,901.4223
544,1474.2991
545,804.32605
546,807.0523
547,1644.5876
548,765.89636
549,1803.3651
550,1509.1973
551,905.83673
552,707.7328
553,860.8991
554,1515.728
555,695.77234
556,1415.4631
557,1346.7202
558,880.958
559,710.78406
560,1029.5802
561,1806.1068
562,1284.8901
563,1049.8666
564,661.757
565,687.99884
566,1099.2988
567,1754.8551
568,1652.489
569,1299.8082
570,1348.1809
571,1664.5029
572,1036.9482
573,1269.2456
574,1605.9902
575,1503.3967
576,1793.2253
577,1615.4897
578,602.86304
579,658.93304
580,1288.5741
581,1087.9712
582,1301.9993
583,989.28436
584,621.8665
585,1191.5754
586,637.6087
587,977.7294
588,995.79236
589,1633.3041
590,1624.0317
591,840.4348
592,1728.7263
593,754.03357
594,992.10834
595,687.49585
596,1448.6731
597,1170.7861
598,1160.1887
599,1695.7019
600,1685.3762
601,1355.2622
602,868.99756
603,938.26154
604,961.4521
605,1423.0474
606,713.5103
607,1126.1736
608,1262.4299
609,1048.2761
610,719.1902
611,1049.6392
612,1733.5688
613,1375.4949
614,1594.7966
615,888.73145
616,1222.5394
617,1504.8575
618,825.5206
619,1723.6561
620,1265.789
621,1773.5371
622,1484.9421
623,1698.0304
624,1404.5928
625,1729.2294
626,1262.4299
627,753.3031
628,882.82416
629,881.6884
630,1023.39734
631,932.7113
632,1085.9753
633,945.4022
634,1107.8027
635,1740.74
636,966.72656
637,1789.2502
638,895.0121
639,787.31836
640,1229.7777
641,1113.4827
642,1520.798
643,1643.9473
644,1194.3018
645,687.2685
646,715.7335
647,649.7965
648,1600.5071
649,1346.0798
650,626.9137
651,1668.7052
652,1784.8206
653,1364.1215
654,668.8977
655,1549.6685
656,1506.1384
657,1223.4972
658,1694.9716
659,1054.6864
660,1154.5089
661,1024.03
662,1805.4666
663,1401.0308
664,1269.976
665,802.73553
666,762.53735
667,941.7182
668,1214.263
669,1587.5354
670,1214.766
671,1225.3633
672,1591.3247
673,691.5852
674,1651.8488
675,682.44867
676,938.89417
677,1127.1313
678,1246.6877
679,1293.6213
680,1184.2075
681,1036.721
682,648.33575
683,916.3364
684,625.87555
685,1715.8447
686,852.49304
687,1030.4403
688,1195.032
689,1634.6748
690,962.40985
691,1379.6072
692,1451.6421
693,1304.3278
694,836.02045
695,1578.3531
696,1000.6122
697,1502.3434
698,755.39667
699,773.7674
700,1725.7573
701,1214.1333
702,688.6316
703,1554.008
704,710.78406
705,1705.842
706,1483.7987
707,957.3627
708,1547.5673
709,1100.8894
710,1554.008
711,850.3018
712,992.96844
713,1614.8494
714,1564.9685
715,1317.7125
716,1368.3239
717,1330.3667
718,735.56506
719,1409.6628
720,710.05365
721,902.7855
722,1013.43274
723,907.9302
724,1749.2821
725,677.30383
726,1536.9242
727,620.7308
728,736.9282
729,1178.6572
730,1420.3059
731,753.3031
732,1719.454
733,890.92255
734,1657.3318
735,960.7217
736,1102.0253
737,880.00024
738,1524.27
739,1742.8413
740,766.2213
741,1150.825
742,774.72516
743,634.0543
744,1116.9393
745,963.0426
746,1346.8103
747,1292.1284
748,1060.7716
749,712.14716
750,1466.4875
751,1635.8184
752,1445.9318
753,1464.3862
754,1246.0549
755,638.2414
756,1495.5852
757,1301.2689
758,1492.8436
759,863.95044
760,1707.9431
761,970.91364
762,955.26917
763,999.249
764,649.7965
765,1592.6956
766,1160.2865
767,1099.2013
768,1188.7516
769,939.85205
770,812.9275
771,805.78674
772,1423.0474
773,1774.9979
774,1566.3392
775,851.6649
776,1384.0369
777,840.5325
778,675.3079
779,1722.9258
780,1567.6201
781,1702.873
782,1561.2693
783,626.5083
784,785.3225
785,853.353
786,1029.71
787,1644.5876
788,1356.22
789,1262.2026
790,844.84924
791,1309.0806
792,1753.4843
793,866.67664
794,1259.606
795,770.9435
796,1018.57745
797,632.0585
798,1666.6041
799,1744.9424
800,1112.8499
801,1563.2805
802,946.0349
803,673.7174
804,1434.3308
805,1596.0774
806,702.91296
807,1794.093
808,964.7307
809,608.77026
810,1119.033
811,756.0294
812,1520.5707
813,994.8346
814,1488.6414
815,796.5526
816,1351.7903
817,1084.5145
818,1052.9983
819,1638.1467
820,1100.4348
821,919.1604
822,597.08545
823,1411.0336
824,714.2407
825,773.037
826,855.1216
827,865.3135
828,1426.0164
829,1552.7273
830,811.4667
831,1339.136
832,768.85
833,1486.5403
834,1119.033
835,1014.0655
836,1006.29205
837,605.08624
838,1441.8195
839,886.73553
840,798.54846
841,636.24554
842,671.8513
843,1387.6461
844,1790.3936
845,1604.7092
846,840.4348
847,777.8568
848,1485.2595
849,1404.5928
850,1777.9668
851,1477.771
852,1678.115
853,1767.0062
854,868.77014
855,1513.6268
856,1068.9677
857,1361.793
858,970.2809
859,710.78406
860,728.4244
861,973.0072
862,1219.1804
863,1267.8824
864,1026.7563
865,832.1583
866,1526.3711
867,1088.7015
868,908.56305
869,656.8396
870,1710.9119
871,1404.5928
872,1646.0482
873,677.4015
874,1452.1451
875,912.6524
876,671.8513
877,1754.3519
878,1179.5173
879,1495.1721
880,751.2096
881,1215.4963
882,1019.7133
883,1532.812
884,1645.318
885,675.3079
886,834.6573
887,1426.7466
888,1024.03
889,882.4188
890,1765.7256
891,1432.2297
892,971.5464
893,996.42523
894,1170.7861
895,864.5831
896,1342.8353
897,823.4272
898,744.79926
899,999.249
900,968.1874
901,1103.6157
902,1136.771
903,647.703
904,1541.3538
905,685.678
906,849.03625
907,1131.2207
908,1014.1631
909,1760.6555
910,1300.5386
911,1640.2478
912,954.13336
913,931.98096
914,985.19507
915,1490.0122
916,1294.8547
917,1285.6204
918,1184.4347
919,858.90326
920,1024.03
921,983.6045
922,1128.2671
923,1726.4878
924,1246.7854
925,1158.5983
926,724.9677
927,1790.711
928,1025.4907
929,1275.1207
930,831.0709
931,1013.43274
932,1304.9683
933,1005.65924
934,1796.4215
935,1268.8402
936,1314.2405
937,1608.4087
938,961.6793
939,917.79724
940,949.49164
941,646.9726
942,1792.0818
943,1253.926
944,1756.8662
945,1070.3308
946,1143.9116
947,1618.004
948,1245.8276
949,1040.405
950,1702.1427
951,1035.3578
952,1590.5942
953,1052.5928
954,840.20746
955,1482.1106
956,1042.4984
957,935.4376
958,1382.9891
959,1781.8517
960,1258.6482
961,636.8783
962,1502.9838
963,697.1354
964,1190.2124
965,1081.5609
966,607.1798
967,747.8506
968,958.3204
969,1774.9979
970,1140.2275
971,1145.5997
972,809.1459
973,1637.4164
974,1106.8451
975,939.6246
976,820.4736
977,1191.9808
978,1565.6089
979,698.09314
980,1144.642
981,1173.5125
982,807.7827
983,654.1133
984,807.8803
985,1486.5403
986,1382.5762
987,1670.7163
988,1504.3546
989,1051.6351
990,1731.4678
991,948.1285
992,1360.4221
993,866.67664
994,1206.1646
995,1156.0994
996,1761.3859
997,1529.1125
998,1392.5789
999,1017.84717
1000,1530.7107
1001,1439.491
1002,681.0855
1003,1504.3546
1004,750.47925
1005,1363.1637
1006,1711.6423
1007,1007.02246
1008,842.5283
1009,1035.3578
1010,1004.19855
1011,744.79926
1012,652.5228
1013,1045.4521
1014,1229.0474
1015,1048.1785
1016,968.9178
1017,1228.0896
1018,1707.3027
1019,1405.2332
1020,1308.4402
1021,1418.8451
1022,651.7924
1023,595.72235
1024,1071.4667
1025,880.32526
1026,1801.9946
1027,1798.9355
1028,1092.8887
1029,1417.8873
1030,1108.5332
1031,757.6199
1032,1077.877
1033,1698.0304
1034,854.7162
1035,858.90326
1036,1209.2158
1037,1714.8868
1038,909.1958
1039,1698.0304
1040,771.6738
1041,744.0689
1042,1771.939
1043,882.32117
1044,1643.7198
1045,1265.0586
1046,1539.6658
1047,1468.0857
1048,966.72656
1049,1744.212
1050,1541.0364
1051,1427.387
1052,1479.4592
1053,1219.9109
1054,1177.9268
1055,960.94904
1056,1659.3429
1057,1128.2671
1058,1578.263
1059,1736.3104
1060,1120.4937
1061,1755.0825
1062,828.47437
1063,1577.6228
1064,1160.1887
1065,1590.5942
1066,1678.8452
1067,943.21106
1068,1247.6455
1069,1122.0841
1070,875.1804
1071,1389.1069
1072,619.14026
1073,1558.4377
1074,839.80206
1075,1638.6498
1076,1657.3318
1077,1653.1294
1078,678.03424
1079,819.1104
1080,851.0322
1081,1005.56165
1082,1774.9078
1083,1621.7932
1084,1102.7556
1085,797.1853
1086,1236.188
1087,1498.5541
1088,1541.3538
1089,1128.9976
1090,741.74805
1091,753.93585
1092,670.26086
1093,609.906
1094,1524.27
1095,612.73
1096,1235.863
1097,1672.542
1098,1022.0342
1099,1323.4229
1100,632.6913
1101,653.2532
1102,775.99066
1103,1592.3782
1104,1494.1245
1105,1124.8103
1106,1512.6692
1107,1206.895
1108,1143.2788
1109,860.1687
1110,952.5429
1111,795.9198
1112,1608.3186
1113,917.0669
1114,1489.3718
1115,805.78674
1116,1484.3018
1117,1613.2512
1118,707.7328
1119,1750.0126
1120,1743.709
1121,1531.8541
1122,947.6255
1123,1024.03
1124,1770.5684
1125,975.2304
1126,1683.688
1127,1157.4626
1128,881.59076
1129,1656.6013
1130,1315.6113
1131,693.04596
1132,1125.4431
1133,906.56714
1134,1676.5168
1135,911.28925
1136,908.56305
1137,1638.1467
1138,1518.4695
1139,1279.1125
1140,1226.0938
1141,1435.2886
1142,1377.7334
1143,1056.0494
1144,1728.7263
1145,764.63086
1146,1619.6921
1147,1529.7529
1148,1308.4402
1149,760.4438
1150,1717.2156
1151,1004.92883
1152,1450.044
1153,770.3108
1154,843.25867
1155,1602.3809
1156,1808.9385
1157,1087.1111
1158,1048.1785
1159,1428.1174
1160,820.4736
1161,638.46875
1162,1576.9824
1163,1454.2463
1164,1503.4868
1165,858.17285
1166,857.44244
1167,1089.4319
1168,1081.9663
1169,852.49304
1170,1757.8239
1171,681.4909
1172,1200.4846
1173,990.7452
1174,1608.7317
1175,929.0273
1176,817.01685
1177,1598.9089
1178,1308.4402
1179,603.72314
1180,710.6864
1181,1686.747
1182,593.1258
1183,998.746
1184,1036.9482
1185,1491.4729
1186,1275.0232
1187,803.6933
1188,802.9629
1189,881.46106
1190,1351.1499
1191,665.3434
1192,1651.7588
1193,817.01685
1194,1672.4045
1195,790.1423
1196,965.86646
1197,1184.8401
1198,1146.638
1199,1210.9844
1200,1628.9644
1201,1118.3025
1202,939.1216
1203,1512.6692
1204,766.8541
1205,1626.5459
1206,1491.4729
1207,688.2262
1208,1085.7479
1209,1572.5527
1210,852.6227
1211,666.80414
1212,912.2471
1213,1378.1465
1214,635.41754
1215,1043.7639
1216,1158.9233
1217,1105.7092
1218,1402.4915
1219,995.6947
1220,1375.1777
1221,1568.3506
1222,1341.9675
1223,787.9512
1224,1225.3633
1225,1390.8907
1226,914.97327
1227,1282.1638
1228,1228.8201
1229,987.1908
1230,1606.7205
1231,1131.9512
1232,1651.5312
1233,752.67035
1234,596.5824
1235,1459.9565
1236,879.2699
1237,1252.9683
1238,1713.7434
1239,643.2886
1240,1709.5413
1241,849.66907
1242,1492.3406
1243,956.1293
1244,1280.8007
1245,1443.1902
1246,1606.2174
1247,1586.1648
1248,780.1777
1249,679.62476
1250,1779.7506
1251,609.906
1252,794.4591
1253,1263.0626
1254,601.4999
1255,1300.5386
1256,1352.6106
1257,1495.8125
1258,1447.3025
1259,876.64124
1260,1111.4868
1261,1507.8265
1262,1643.3068
1263,628.6018
1264,1356.3099
1265,1221.8091
1266,892.9185
1267,784.36475
1268,1450.044
1269,1576.162
1270,728.9274
1271,1389.52
1272,1668.2021
1273,1415.1458
1274,1653.2195
1275,980.1478
1276,1382.5762
1277,1218.2227
1278,1578.263
1279,744.0689
1280,1139.4972
1281,1097.9358
1282,1382.3486
1283,1179.3876
1284,1793.3625
1285,1514.7703
1286,768.21716
1287,1167.3296
1288,849.66907
1289,1091.5255
1290,1710.6847
1291,894.9144
1292,807.0523
1293,1539.9832
1294,1798.9355
1295,1468.4985
1296,785.22485
1297,1368.2338
1298,1598.4059
1299,1265.789
1300,1035.9906
1301,1631.2029
1302,1782.8094
1303,661.757
1304,1736.3104
1305,1349.5518
1306,1698.898
1307,1641.1157
1308,961.04663
1309,667.4369
1310,1211.3094
1311,666.80414
1312,1143.9116
1313,1200.7119
1314,870.8637
1315,1340.5068
1316,1461.6448
1317,1457.9456
1318,1149.364
1319,1603.3386
1320,769.353
1321,1489.3718
1322,1583.8362
1323,704.9088
1324,1392.5789
1325,1658.0621
1326,1142.5483
1327,789.41187
1328,692.81866
1329,1237.3239
1330,945.4022
1331,734.70496
1332,588.71136
1333,1526.5984
1334,1005.65924
1335,1797.6548
1336,1808.4353
1337,778.48956
1338,1196.2976
1339,881.36346
1340,939.6246
1341,1329.9536
1342,1544.1854
1343,1209.6212
1344,769.678
1345,1681.5869
1346,943.0813
1347,1276.3862
1348,1535.6434
1349,1596.8079
1350,1551.2666
1351,900.69196
1352,1476.6274
1353,1772.1663
1354,804.32605
1355,1236.8208
1356,863.22
1357,907.83264
1358,824.15753
1359,674.57764
1360,731.37805
1361,1115.6738
1362,1134.7749
1363,1685.7892
1364,762.53735
1365,797.9158
1366,1633.3041
1367,1497.2734
1368,1023.39734
1369,1150.4196
1370,1363.2537
1371,1312.1394
1372,1421.6766
1373,1157.4626
1374,1807.0646
1375,1689.2611
1376,1717.8558
1377,977.32385
1378,751.71265
1379,1004.92883
1380,1537.6545
1381,634.15204
1382,900.0592
1383,1078.6073
1384,822.6968
1385,1280.0703
1386,666.1714
1387,1137.5013
1388,637.6087
1389,982.14374
1390,934.8048
1391,1772.6694
1392,857.44244
1393,1715.8447
1394,835.615
1395,635.7425
1396,1733.5688
1397,732.1084
1398,754.66626
1399,1392.2615
1400,665.44104
1401,1037.4514
1402,938.4889
1403,994.33154
1404,711.41675
1405,1704.2438
1406,615.05084
1407,828.247
1408,1023.29974
1409,791.7328
1410,1128.2671
1411,883.6843
1412,782.904
1413,1299.9017
1414,1573.5105
1415,1375.4949
1416,1507.186
1417,1442.8728
1418,1668.2021
1419,1104.9789
1420,663.02246
1421,1161.6497
1422,950.44934
1423,978.68713
1424,1557.0669
1425,1203.4382
1426,878.0044
1427,672.2567
1428,718.3301
1429,1566.3392
1430,1532.0814
1431,1527.0115
1432,1004.92883
1433,1420.2158
1434,1620.4225
1435,829.8375
1436,1091.4279
1437,645.6095
1438,606.547
1439,861.2241
1440,1756.8662
1441,1396.6912
1442,1155.8721
1443,913.61017
1444,1531.2139
1445,1243.7341
1446,619.14026
1447,1150.9546
1448,1743.5717
1449,1570.4517
1450,750.25183
1451,1724.3867
1452,1029.8076
1453,1561.1792
1454,927.56647
1455,838.84436
1456,860.4938
1457,668.1673
1458,983.6045
1459,1794.093
1460,1565.3816
1461,1343.9788
1462,977.95667
1463,763.90045
1464,1417.2471
1465,1739.1421
1466,1271.5664
1467,1698.6707
1468,1681.5869
1469,1388.1492
1470,637.51105
1471,1235.2302
1472,934.5775
1473,668.1673
1474,815.55615
1475,1638.8772
1476,1437.3898
1477,923.2498
1478,1774.9979
1479,1613.8916
1480,953.906
1481,762.53735
1482,902.7855
1483,725.37317
1484,902.0551
1485,1353.9814
1486,1520.1576
1487,1509.1973
1488,1044.7218
1489,1177.9268
1490,617.7771
1491,1437.3898
1492,1686.6569
1493,875.1804
1494,636.8783
1495,1143.2788
1496,1032.5339
1497,1654.5902
1498,1351.7903
1499,782.904
1500,832.5638
1501,787.416
1502,1168.7903
1503,1044.089
1504,651.7924
1505,1120.396
1506,1153.0482
1507,995.062
1508,771.04114
1509,1388.1492
1510,1153.8761
1511,1008.7105
1512,1557.48
1513,1011.4368
1514,1754.8551
1515,1618.094
1516,1710.9119
1517,660.29626
1518,1368.9641
1519,1708.6735
1520,705.2338
1521,1382.9891
1522,1053.9559
1523,1430.1285
1524,668.1673
1525,1243.3287
1526,1030.5381
1527,712.3745
1528,792.36554
1529,1495.5852
1530,708.5929
1531,1046.8152
1532,898.69604
1533,1418.6177
1534,826.8838
1535,1328.2656
1536,856.07935
1537,759.7134
1538,1114.9435
1539,1478.4114
1540,1620.4225
1541,754.66626
1542,744.79926
1543,1574.8811
1544,1019.94073
1545,1604.6194
1546,1142.5483
1547,1444.3335
1548,1039.9019
1549,1492.7537
1550,1113.9858
1551,866.67664
1552,1055.3191
1553,1350.4194
1554,585.75775
1555,1066.5491
1556,584.62195
1557,779.3176
1558,1474.2991
1559,1034.6274
1560,1651.5312
1561,604.12854
1562,786.588
1563,797.9158
1564,911.28925
1565,1800.3965
1566,678.03424
1567,1431.0863
1568,870.4583
1569,797.8181
1570,993.47144
1571,671.8513
1572,1309.0806
1573,1418.8451
1574,1269.4729
1575,1430.2185
1576,1028.2172
1577,1160.9192
1578,1210.6766
1579,784.99756
1580,1283.1216
1581,902.7855
1582,1219.0828
1583,1217.4923
1584,1701.4122
1585,1709.5413
1586,739.0218
1587,1157.2351
1588,1182.114
1589,940.355
1590,1615.2625
1591,1764.3547
1592,1216.8595
1593,599.179
1594,1407.5616
1595,1382.3486
1596,1107.0724
1597,1562.55
1598,1801.9946
1599,1013.43274
1600,1662.4019
1601,844.5243
1602,1300.6322
1603,590.9025
1604,1339.8665
1605,611.59424
1606,1185.0675
1607,1453.0127
1608,736.1978
1609,1524.9103
1610,599.4064
1611,1129.2249
1612,1221.8091
1613,670.48816
1614,1298.5387
1615,1528.6996
1616,606.547
1617,1569.7212
1618,1559.8984
1619,794.9621
1620,1518.3795
1621,1300.5386
1622,1021.9365
1623,1125.5408
1624,783.0016
1625,1125.4431
1626,1408.9324
1627,751.93994
1628,1467.8582
1629,1566.9796
1630,691.68286
1631,1428.1174
1632,1161.0168
1633,876.64124
1634,1566.2493
1635,729.1548
1636,699.4563
1637,882.32117
1638,957.265
1639,953.906
1640,1618.9617
1641,855.8519
1642,1414.5054
1643,1119.7632
1644,890.825
1645,747.5256
1646,1802.6348
1647,1050.272
1648,1232.504
1649,970.2809
1650,705.6392
1651,957.265
1652,1714.3839
1653,1094.8845
1654,724.1076
1655,630.468
1656,1771.2086
1657,1007.7528
1658,1631.616
1659,881.36346
1660,786.6856
1661,1479.4592
1662,1275.9808
1663,611.99963
1664,1487.0432
1665,1683.688
1666,1210.3516
1667,706.3696
1668,1587.5354
1669,775.7633
1670,1279.2102
1671,935.53516
1672,1552.6373
1673,961.6793
1674,820.0681
1675,1709.3137
1676,1648.0593
1677,1429.4882
1678,1057.4126
1679,913.61017
1680,1270.6088
1681,1516.8713
1682,779.545
1683,617.1444
1684,729.7875
1685,1438.7605
1686,726.83386
1687,1588.1758
1688,1433.1875
1689,1178.0244
1690,1053.9559
1691,1035.2603
1692,1455.114
1693,1486.3127
1694,944.039
1695,1139.4972
1696,1378.9668
1697,954.63635
1698,1712.3728
1699,1709.5413
1700,1082.9241
1701,1219.8132
1702,1262.4299
1703,1106.2124
1704,1129.2249
1705,1041.7681
1706,927.6642
1707,1301.179
1708,831.2006
1709,787.09106
1710,1055.3191
1711,997.05786
1712,650.42926
1713,1735.0297
1714,715.1008
1715,1412.4043
1716,852.6227
1717,1140.9579
1718,1012.0696
1719,1769.1975
1720,1146.0051
1721,1575.5215
1722,1682.3171
1723,1078.1042
1724,855.21924
1725,993.37384
1726,953.8084
1727,1126.9039
1728,773.7674
1729,948.9885
1730,1643.7198
1731,605.18384
1732,1036.218
1733,1458.1729
1734,1397.4215
1735,1392.4888
1736,1339.6392
1737,1405.2332
1738,1720.5974
1739,755.39667
1740,710.6864
1741,807.14996
1742,1034.6274
1743,625.6482
1744,588.71136
1745,848.20825
1746,925.57056
1747,1330.3667
1748,710.05365
1749,1167.8325
1750,806.41956
1751,867.30945
1752,1714.4739
